TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	3.712972651709816	0.5539185608745376	0	True
1.5	2	0	4.430999359532877	0.4460814391254624	0	True
2.0	3	1	4.287027348290184	0.28609610178852135	0	False
2.0	4	1	4.287027348290184	0.26782245908601626	0	True
2.0	5	2	3.569000640467123	0.20245814446786414	0	False
2.0	6	2	3.569000640467123	0.24362329465759822	0	True
3.0	7	4	7	0.24163597830906258	1	False
3.0	8	4	7	0.026186480776953666	1	True
3.0	9	3	7	0.1089463388118019	1	False
3.0	10	3	7	0.17714976297671947	1	True
3.0	11	6	7	0.09327337815947344	1	False
3.0	12	6	7	0.15034991649812476	1	True
3.0	13	5	7	0.05594195356009665	1	False
3.0	14	5	7	0.1465161909077675	1	True
