TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	2.5591429030108395	0.8989870637260934	0	True
1.5	2	0	5.483984933954737	0.10101293627390662	0	True
2.0	3	1	5.440857096989161	0.09928067626144348	0	False
2.0	4	1	5.440857096989161	0.79970638746465	0	True
2.0	5	2	2.516015066045263	0.06657644451909321	0	False
2.0	6	2	2.516015066045263	0.034436491754813406	0	True
3.0	7	4	7	0.5801274882390991	1	False
3.0	8	4	7	0.21957889922555088	1	True
3.0	9	3	7	0.07430633572136618	1	False
3.0	10	3	7	0.0249743405400773	1	True
3.0	11	6	7	0.026255236653672902	1	False
3.0	12	6	7	0.008181255101140504	1	True
3.0	13	5	7	0.06657644451909321	1	False
