TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	1.9911454481107533	0.6232882693166144	-1	True
1.5	2	0	4.387951737382553	0.6232882693166144	0	True
2.0	3	2	2.6120482626174466	0.42916496295672624	0	False
2.0	4	2	2.6120482626174466	0.5708350370432738	0	True
3.0	5	4	8	0.5708350370432738	0	False
3.0	6	3	8	0.1374119484191608	-1	True
3.0	7	3	8	0.29175301453756547	0	True
4.0	8	5	6	0.7031416021963709	0	False
4.0	9	7	6	0.12759748825464287	-1	True
4.0	10	7	6	0.1692609095489863	0	True
5.0	11	8	4	0.559038431028039	1	False
5.0	12	8	4	0.17876252011133875	1	True
5.0	13	10	4	0.12831200832254944	1	False
5.0	14	10	4	0.13388704053807296	1	True
