TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	1.8522684010133998	0.7359531635998947	0	True
1.5	2	0	6.753605749042366	0.2640468364001053	0	True
2.0	3	1	6.1477315989866	0.7143689419936612	0	False
2.0	4	1	6.1477315989866	0.02158422160623355	0	True
2.0	5	2	1.2463942509576338	0.1459450531558309	0	False
2.0	6	2	1.2463942509576338	0.1181017832442744	0	True
3.0	7	4	7	0.020927648698863613	1	False
3.0	8	4	7	0.0006565729073699372	1	True
3.0	9	3	7	0.7143689419936612	1	False
3.0	10	6	7	0.04288630789246335	1	False
3.0	11	6	7	0.07521547535181104	1	True
3.0	12	5	7	0.10829686210084134	1	False
3.0	13	5	7	0.037648191054989545	1	True
