TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	3.6101549970255586	0.5507370588049063	0	True
1.5	2	0	6.811430107279264	0.4492629411950937	0	True
2.0	3	1	4.389845002974441	0.31405879549348215	0	False
2.0	4	1	4.389845002974441	0.2366782633114242	0	True
2.0	5	2	1.1885698927207358	0.31524281113688585	0	False
2.0	6	2	1.1885698927207358	0.13402013005820784	0	True
3.0	7	4	7	0.04178086074052693	1	False
3.0	8	4	7	0.19489740257089724	1	True
3.0	9	3	7	0.15701113410790118	1	False
3.0	10	3	7	0.15704766138558096	1	True
3.0	11	6	7	0.13402013005820784	1	False
3.0	12	5	7	0.2926293803820875	1	False
3.0	13	5	7	0.022613430754798342	1	True
