TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	3.8357093519770658	0.9743773865752914	0	True
1.5	2	0	1.3482901277677777	0.025622613424708618	0	True
2.0	3	1	4.164290648022934	0.49677474996193494	-1	True
2.0	4	2	6.651709872232223	0.006450500076130101	-1	True
2.0	5	2	6.651709872232223	0.49677474996193494	0	True
2.5	6	5	5.374139229796818	0.1871695603335332	0	False
2.5	7	5	5.348247268902313	0.012652054893621239	0	True
3.0	8	7	1.6517527310976874	0.06331674818681932	1	False
3.0	9	6	1.6258607702031824	0.7728833889143846	1	False
3.0	10	6	1.6258607702031824	0.1637998628987961	1	True
