TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	2.2531502458119776	0.6311840391234849	0	True
1.5	2	0	5.730721911135327	0.36881596087651514	-1	True
2.0	3	1	5.746849754188022	0.5853881320168782	0	False
2.0	4	1	5.746849754188022	0.4146118679831217	0	True
3.0	5	4	6	0.23213641532550613	-1	True
3.0	6	4	6	0.18247545265761558	0	True
3.0	7	3	6	0.5064618603871629	0	False
3.0	8	3	6	0.07892627162971538	0	True
4.0	9	6	6	0.28395039155721635	1	False
4.0	10	8	6	0.06510610416453583	1	False
4.0	11	8	6	0.03143689492495885	1	True
4.0	12	7	6	0.4052409195266794	1	False
4.0	13	7	6	0.21426568982660948	1	True
