TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	3.7819637266670187	0.6072046640721454	0	True
1.5	2	0	4.690707498333013	0.39279533592785465	0	True
2.0	3	1	4.218036273332981	0.4825733795622868	0	False
2.0	4	1	4.218036273332981	0.12463128450985854	0	True
2.0	5	2	3.309292501666987	0.39279533592785465	0	False
3.0	6	4	7	0.10869327953572992	1	False
3.0	7	4	7	0.01593800497412862	1	True
3.0	8	3	7	0.33072616706150765	1	False
3.0	9	3	7	0.15184721250077918	1	True
3.0	10	5	7	0.39279533592785465	1	False
