TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	5.820079407482142	0.5990147319145658	0	True
1.5	2	0	3.015499499002663	0.4009852680854342	-1	True
2.0	3	1	1.179920592517858	0.3517682509442837	-1	True
2.0	4	1	1.179920592517858	0.6482317490557163	0	True
3.0	5	4	8	0.4719101738009794	0	False
3.0	6	4	8	0.5280898261990206	0	True
4.0	7	6	6	0.13381262115922932	0	False
4.0	8	6	6	0.32648446470631076	-1	True
4.0	9	5	6	0.2132184494281492	-1	True
4.0	10	5	6	0.32648446470631076	-1	True
5.0	11	7	4	0.2532293882699553	1	False
5.0	12	7	4	0.7467706117300448	1	True
