TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	6.522667271787051	0.39944579751688447	0	True
1.5	2	0	4.173949303747755	0.6005542024831155	0	True
2.0	3	1	1.4773327282129491	0.16086546543706093	0	False
2.0	4	1	1.4773327282129491	0.23858033207982351	0	True
2.0	5	2	3.8260506962522447	0.6005542024831155	0	False
3.0	6	4	7	0.23858033207982351	1	False
3.0	7	3	7	0.05452183613984411	1	False
3.0	8	3	7	0.10634362929721682	1	True
3.0	9	5	7	0.17226392390760478	1	False
3.0	10	5	7	0.4282902785755108	1	True
