0	1	-1	subclone		
1	2	9	subclone	0,1	0
2	2	9	subclone	0,1,17,18,19,20,21,22,23	7
3	2	10	subclone	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,24,25,26	3
4	2	10	subclone	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,27,28,29,30,31	5
5	3	1	subclone	0,1	0
6	3	3	subclone	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,24,25,26	0
7	3	4	subclone	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,25,27,28,29,30,31	2
8	3	4	subclone	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,27,28,29,30,31	0
9	1.5	0	unobserved subclone	0,1	2
10	1.5	0	unobserved subclone	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16	15
