0	1	-1	subclone		
1	2	10	subclone	0,1,2,3,4,5,7,8,9,10,11,12,13	7
2	2	10	subclone	0,1,2,3,4,5,14,15,16,17	4
3	2	11	subclone	6	0
4	2	11	subclone	6,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	15
5	3	2	subclone	0,1,2,3,4,5,14,15,16,17	0
6	3	3	subclone	6	0
7	3	4	subclone	6,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	0
8	3	2	subclone	0,1,2,3,4,5,14,15,16,17,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47	15
9	3	3	subclone	6,19,20,21,22,23,24,25,26,27,28,29,31,32,48,49,50,51,52,53,54	20
10	1.5	0	unobserved subclone	0,1,2,3,4,5	6
11	1.5	0	unobserved subclone	6	1
