TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	1.2846726059792393	0.1248394148740902	0	True
1.5	2	0	3.7439954726376277	0.8751605851259098	0	True
2.0	3	1	6.715327394020761	0.043505658292233414	0	True
2.0	4	1	6.715327394020761	0.08133375658185679	0	True
2.0	5	2	4.256004527362372	0.8751605851259098	0	False
2.5	6	4	4.430094880994879	0.023692626398294322	1	False
2.5	7	4	2.7095374376116865	0.057641130183562476	1	True
2.5	8	3	5.6169073579614	0.03286328084153027	1	True
2.5	9	3	3.1815545144797817	0.010642377450703143	1	True
3.0	10	5	7	1.0	1	False
