TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	1.7695768372624932	0.29628803140135224	-1	True
1.5	2	0	5.1670810715940645	0.29628803140135224	0	True
2.0	3	2	2.8329189284059355	0.8296098827886403	0	False
2.0	4	2	2.8329189284059355	0.17039011721135966	-1	True
2.5	5	3	2.4059633124994186	0.10759946238658244	0	False
2.5	6	3	4.9280767749848735	0.13820401661597037	0	True
3.0	7	6	2.0719232250151265	0.3719170472322861	1	False
3.0	8	6	2.0719232250151265	0.19033706396576996	1	True
3.0	9	5	4.594036687500582	0.4377458888019439	1	False
