TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	4.2760251852005196	0.08825077945310579	0	True
1.5	2	0	1.6478059228961108	0.9117492205468942	0	True
2.0	3	1	3.7239748147994804	0.08825077945310579	0	False
2.0	4	2	6.352194077103889	0.0663135433458785	0	False
2.0	5	2	6.352194077103889	0.8454356772010156	0	True
3.0	6	3	7	0.0051823227723562055	1	False
3.0	7	3	7	0.08306845668074958	1	True
3.0	8	5	7	0.365821106830395	1	False
3.0	9	5	7	0.47961457037062066	1	True
3.0	10	4	7	0.00535644929737462	1	False
3.0	11	4	7	0.06095709404850388	1	True
