TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	2.641858683738552	0.6337467098318617	0	True
1.5	2	0	2.4756365700846588	0.36625329016813835	-1	True
2.0	3	1	5.358141316261448	0.09653455398853703	0	False
2.0	4	1	5.358141316261448	0.903465446011463	0	True
2.5	5	4	2.669277896311547	0.052475254166083445	0	False
2.5	6	4	3.989770846142494	0.3137780360020549	-1	True
2.5	7	3	0.8094459506053767	0.007642476901372391	-1	True
2.5	8	3	3.2252085586150216	0.3137780360020549	0	True
3.0	9	5	4.330722103688453	0.36731194520459587	1	False
3.0	10	5	4.330722103688453	0.07973594961878563	1	True
3.0	11	8	3.7747914413849784	0.4878442126225109	1	False
3.0	12	8	3.7747914413849784	0.0651078925541076	1	True
