TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	2.0188321059830923	0.983620643778538	0	True
1.5	2	0	2.273743657201247	0.016379356221462027	0	True
2.0	3	1	5.981167894016908	0.1831075705034262	0	False
2.0	4	1	5.981167894016908	0.8005130732751118	0	True
2.0	5	2	5.726256342798753	0.0005175633533934978	0	False
2.0	6	2	5.726256342798753	0.01586179286806853	0	True
3.0	7	4	7	0.044666952110073675	1	False
3.0	8	4	7	0.7558461211650381	1	True
3.0	9	3	7	0.15008601445957656	1	False
3.0	10	3	7	0.033021556043849626	1	True
3.0	11	6	7	0.009966603753848929	1	False
3.0	12	6	7	0.005895189114219601	1	True
3.0	13	5	7	0.0004425839435697621	1	False
3.0	14	5	7	7.49794098237357e-05	1	True
