TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	0.9805003577342984	0.631057993188784	0	True
1.5	2	0	4.851776562945343	0.36894200681121603	0	True
2.0	3	1	7.019499642265702	0.30263377090768073	0	False
2.0	4	1	7.019499642265702	0.2818040599951444	-1	True
2.0	5	2	3.148223437054657	0.13375810910203048	-1	True
2.0	6	2	3.148223437054657	0.2818040599951444	0	True
3.0	7	3	6	0.16920280017612627	0	False
3.0	8	3	6	0.34954764644445674	0	True
3.0	9	6	6	0.2519721709257262	0	False
3.0	10	6	6	0.22927738245369086	0	True
4.0	11	8	6	0.3495476464444567	1	False
4.0	12	7	6	0.16920280017612624	1	False
4.0	13	10	6	0.01964562405457982	1	False
4.0	14	10	6	0.20963175839911102	1	True
4.0	15	9	6	0.2519721709257262	1	False
