0	1	-1	subclone		
1	2	9	subclone	0,1,2,3,4,5,6,7,8,9,10	0
2	2	9	subclone	0,1,2,3,4,5,6,7,8,9,10,21,22,23,24	4
3	2	0	subclone	11,12,13,14,15,16,17,18,19,20	10
4	3	2	subclone	0,1,2,3,4,5,6,7,8,9,10,21,22,23,24	0
5	3	3	subclone	11,12,13,14,15,16,17,18,19,20	0
6	3	2	subclone	0,1,2,3,4,5,6,7,8,9,10,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40	15
7	3	1	subclone	0,1,2,3,4,5,6,7,9,10,20,42,43,44,45,46,47,48,49,50,52,57	12
8	3	3	subclone	11,12,13,14,15,16,17,18,19,20,25,53,54,55,56,57,58,59	8
9	1.5	0	unobserved subclone	0,1,2,3,4,5,6,7,8,9,10	11
