0	1	-1	subclone		
1	2	9	subclone	4,11,12,13,14,22,26	3
2	2	9	subclone	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	14
3	2	9	subclone	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	20
4	2	9	subclone	11,12,13,14	0
5	3	1	subclone	4,11,12,13,14,22,26	0
6	3	2	subclone	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	0
7	3	3	subclone	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	0
8	3	4	subclone	11,12,13,14	0
9	1.5	0	unobserved subclone	11,12,13,14	4
