0	1	-1	subclone		
1	2	10	subclone	9,10,11,14,19,23,27	6
2	2	10	subclone	13,14,15,16,17,18,19,20,21,22,23	10
3	2	10	subclone	5,7,13,14,15,16,17,18,19,20,23,27,29	12
4	2	10	subclone	13,14	1
5	3	2	subclone	13,14,15,16,17,18,19,20,21,22,23	0
6	3	11	subclone	5,7,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	2
7	3	11	subclone	0,10,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	2
8	3	11	subclone	13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	0
9	3	4	subclone	13,14	0
10	1.5	0	unobserved subclone	14	1
11	2.5	2	unobserved subclone	13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	8
