0	1	-1	subclone		
1	2	11	subclone	0,1,2,3,4,5,8,9,10,11,12,13,14,15,16	9
2	2	11	subclone	0,1,2,3,4,5,17,18,19,20,21,22,23,24,25,26	10
3	2	12	subclone	6,7	0
4	2	12	subclone	6,7,27,28,29,30,31,32,33,34,35	9
5	3	2	subclone	0,1,2,3,4,5,17,18,19,20,21,22,23,24,25,26	0
6	3	3	subclone	6,7	0
7	3	4	subclone	6,7,27,28,29,30,31,32,33,34,35	0
8	3	2	subclone	0,1,2,3,4,5,17,18,19,20,21,22,23,24,25,26,36,37,38,39,40,41,42,43,44,45,46	11
9	3	4	subclone	6,7,27,28,29,30,31,32,33,34,35,47,48,49,50,51,52,53,54,55,56,57	11
10	3	3	subclone	6,7,58,59,60,61,62,63,64	7
11	1.5	0	unobserved subclone	0,1,2,3,4,5	6
12	1.5	0	unobserved subclone	6,7	2
