0	1	-1	subclone		
1	2	0	subclone		0
2	2	36	subclone	4,5,6,7,8,9,10,11,12	8
3	2	36	subclone	4	0
4	3	1	subclone		0
5	3	2	subclone	4,5,6,7,8,9,10,11,12	0,8,8,8,8,8,8,8,8,8
6	3	37	subclone	4,6,7,9,10,11,13,14,15,16,17,18,19,20,21,23,25,26,28	18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
7	3	37	subclone	4,5,6,7,8,9,10,11,12,13,14,18,20,21,23,24,25,27,28	18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
8	3	38	subclone	5,6,7,8,9,10,14,16,19,21,22,23,24,25,26,27	15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
9	3	37	subclone	4,5,6,8,9,11,12,13,14,15,16,17,18,20,22,25,26,27,28,29	19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
10	3	37	subclone	4,5,6,8,9,10,12,13,15,17,18,19,21,22,25,26,27,28	17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
11	3	37	subclone	4,5,7,8,10,11,13,19,20,21,22,23,24,26,27,28	15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
12	3	37	subclone	4,6,7,8,12,13,14,17,18,19,20,21,23,24,26,27,29	16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
13	3	37	subclone	4,6,7,8,13,15,18,19,21,22,24,26,28,29	13,13,13,13,13,13,13,13,13,13,13,13,13,13
14	3	37	subclone	4,5,7,10,11,12,14,15,20,25,28	10,10,10,10,10,10,10,10,10,10,10
15	3	38	subclone	6,8,9,10,12,13,14,15,16,18,22,23,24,27,28,29	15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16	3	37	subclone	4,6,7,8,10,12,13,14,15,16,17,20,21,22,23,24,25,27,28,29	19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
17	3	37	subclone	4,5,6,7,8,9,10,11,12,13,14,17,18,19,20,21,22,23,24,25,26,27,28	22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
18	3	37	subclone	2,4,5,6,8,10,12,13,17,18,21,22,24,26,27,28,29	16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
19	3	37	subclone	4,5,8,9,11,12,13,14,15,19,21,22,27,29	13,13,13,13,13,13,13,13,13,13,13,13,13,13
20	3	37	subclone	4,5,6,7,8,9,10,14,18,19,20,24,25,26,27,29	15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
21	3	37	subclone	4,5,9,10,11,13,14,15,16,19,20,21,23,26,28,29	15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22	3	40	subclone	8,9,11,12,14,16,17,22,26,27,28	10,10,10,10,10,10,10,10,10,10,10
23	3	38	subclone	1,5,6,8,10,11,12,13,16,22,23,24,25,28	13,13,13,13,13,13,13,13,13,13,13,13,13
24	3	37	subclone	4,5,8,9,10,11,12,15,17,19,21,24,25,26,28,29	15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
25	3	37	subclone	4,5,9,10,12,13,15,17,20,21,25,28,29	12,12,12,12,12,12,12,12,12,12,12,12,12
26	3	37	subclone	2,4,5,6,8,9,12,14,16,17,20,21,22,23	13,13,13,13,13,13,13,13,13,13,13,13,13
27	3	37	subclone	2,4,7,8,10,11,13,14,15,16,17,18,20,24,26,27,28	16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
28	3	37	subclone	1,4,7,9,12,14,15,17,19,20,23,25,26	12,12,12,12,12,12,12,12,12,12,12,12
29	3	39	subclone	7,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,29	17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
30	3	38	subclone	1,3,6,9,11,12,13,16,17,18,20,21,23,26,29	14,14,14,14,14,14,14,14,14,14,14,14,14
31	3	38	subclone	5,6,7,10,11,14,15,16,17,18,20,22,27,29	13,13,13,13,13,13,13,13,13,13,13,13,13,13
32	3	37	subclone	4,6,7,11,12,13,15,20,21,25,27,28,29	12,12,12,12,12,12,12,12,12,12,12,12,12
33	3	37	subclone	4,5,6,10,11,13,15,21,22,26,28,29	11,11,11,11,11,11,11,11,11,11,11,11
34	3	37	subclone	4,8	1,1
35	3	3	subclone	4	0,0
36	1.5	3	unobserved subclone	4	0
37	2.5	3	unobserved subclone	4	0
38	2.5	1	unobserved subclone	6	1
39	2.5	1	unobserved subclone	7	1
40	2.5	1	unobserved subclone	9	1
41	2.5	1	unobserved subclone	10	1
42	2.5	1	unobserved subclone	11	1
43	2.5	1	unobserved subclone	5	1
44	2.5	1	unobserved subclone	8	1
45	2.5	1	unobserved subclone	12	1
46	2.5	1	unobserved subclone	13	1
47	2.5	1	unobserved subclone	14	1
48	2.5	1	unobserved subclone	15	1
49	2.5	1	unobserved subclone	16	1
50	2.5	1	unobserved subclone	17	1
51	2.5	1	unobserved subclone	18	1
52	2.5	1	unobserved subclone	19	1
53	2.5	1	unobserved subclone	20	1
54	2.5	1	unobserved subclone	21	1
55	2.5	1	unobserved subclone	23	1
56	2.5	1	unobserved subclone	25	1
57	2.5	1	unobserved subclone	26	1
58	2.5	1	unobserved subclone	28	1
59	2.5	1	unobserved subclone	24	1
60	2.5	1	unobserved subclone	27	1
61	2.5	1	unobserved subclone	22	1
62	2.5	1	unobserved subclone	29	1
