0	1	-1	subclone		
1	2	12	subclone	0,1,2	0
2	2	12	subclone	0,1,2,8,9,10,11,12,13,14,15,16,17,18,19,20	13
3	2	12	subclone	0,1,2,4,8,9,10,11,14,15,16,17,18,19,20,52	13,15
4	2	13	subclone	3,4,5,6,7,21,22,23,24,25	9
5	2	13	subclone	3,4,5,6,7,26,27,28,29,30,31,32,33,34,35	14
6	3	1	subclone	0,1,2	0
7	3	2	subclone	0,1,2,8,9,10,11,12,13,14,15,16,17,18,19,20	0
8	3	5	subclone	3,4,5,6,7,26,27,28,29,30,31,32,33,34,35	0
9	3	2	subclone	0,1,2,8,9,10,11,12,13,14,15,16,17,18,19,20,36,37,38,39,40,41,42,43,44,45,46,47	12
10	3	1	subclone	0,1,2,48,49,50,51,52,53,54,55	8
11	3	5	subclone	3,4,5,6,7,26,27,28,29,30,31,32,33,34,35,56,57,58,59,60,61,62,63,64,65	10
12	1.5	0	unobserved subclone	0,1,2	3
13	1.5	0	unobserved subclone	4	1
