0	1	-1	subclone		
1	2	12	subclone	0,1,2,3,4,5,7,8,9,10,11,12,13	7
2	2	0	subclone		0
3	2	12	subclone	0,1,2,3,4,5,14,15,16,17	4
4	2	13	subclone	6	0
5	2	13	subclone	6,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	15
6	3	4	subclone	6	0
7	3	3	subclone	0,1,2,3,4,5,14,15,16,17	0
8	3	5	subclone	6,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	0
9	3	14	subclone	1,2,3,9,10,15,17,26,30,34,35,36,37,39,40,43,45,46,47,51	5,18
10	3	15	subclone	6,19,20,21,22,23,24,25,26,27,28,29,31,32,48,49,50,51,52,53,54	19
11	3	14	subclone	0,1,2,3,4,5,14,15,16,17,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47	10
12	1.5	0	unobserved subclone	0,1,2,3,4,5	6
13	1.5	0	unobserved subclone	6	1
14	2.5	2	unobserved subclone	1,2,3,15,17,34,35,36,37,39,40,43,45,46,47	15
15	2.5	2	unobserved subclone	26,51	2
