0	1	-1	subclone		
1	2	9	subclone	10,11,12,13,14,15,16,17,18,19,20,21,22	6
2	2	9	subclone	10,11,12,13,14,15,16,23,24,25,26,27,28,29,30	8
3	3	2	subclone	10,11,12,13,14,15,16,23,24,25,26,27,28,29,30	0
4	3	1	subclone	0,3,4,5,6,11,12,14,15,18,19,20,23,24,26,28,30,32,33,34,36,38,39,40	17
5	3	2	subclone	3,10,11,12,13,14,15,16,17,20,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40	13
6	3	2	subclone	4,6,9,11,13,14,26,27,28,29,34,35,37,38,39	8
7	3	2	subclone	0,6,13,14,15,16,17,20,23,24,25,27,30,34,35,38,40	8
8	3	2	subclone	10,11,12,13,14,15,16,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40	10
9	1.5	0	unobserved subclone	10,11,12,13,14,15,16	7
