0	1	-1	subclone		
1	2	10	subclone	0,1,2,3	3
2	2	10	subclone	0,1,2,3,16,17,18,19,20,21,22,23,24,25,27,28	15,15
3	2	12	subclone	4,5,6,7,8,9,10,11,12,13,14,15,29,30,31,32,33,34	15
4	2	10	subclone	0,4,11,12,13,15,18,21,25,26,30,31	11,9
5	2	11	subclone	5,6,7,8,10,11,13,14,15,23,35,38	11,9
6	2	12	subclone	4,5,6,7,8,9,10,11,12,13,14,15,35,36,37,38,39	14
7	3	1	subclone	0,1,2,3	0
8	3	3	subclone	4,5,6,7,8,9,10,11,12,13,14,15,29,30,31,32,33,34	0
9	3	6	subclone	4,5,6,7,8,9,10,11,12,13,14,15,35,36,37,38,39	0
10	1.5	0	unobserved subclone	0	1
11	1.5	0	unobserved subclone	23	1
12	1.5	0	unobserved subclone	11,13,15	3
