TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	5.52943650434427	0.3868972955142244	0	True
1.5	2	0	1.999235594577319	0.6131027044857755	0	True
2.0	3	1	2.47056349565573	0.15486425105225826	0	False
2.0	4	1	2.47056349565573	0.23203304446196615	0	True
2.0	5	2	6.0007644054226805	0.1869485746569777	0	False
2.0	6	2	6.0007644054226805	0.42615412982879786	0	True
3.0	7	4	7	0.028039792207774642	1	False
3.0	8	4	7	0.20399325225419151	1	True
3.0	9	3	7	0.08784294262219469	1	False
3.0	10	3	7	0.06702130843006357	1	True
3.0	11	6	7	0.42615412982879786	1	False
3.0	12	5	7	0.10869668911925419	1	False
3.0	13	5	7	0.07825188553772351	1	True
