TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	2.8801181188805898	0.07912148406253378	0	True
1.5	2	0	3.652337208430628	0.9208785159374662	0	True
2.0	3	1	5.11988188111941	0.05440614071895268	-1	True
2.0	4	1	5.11988188111941	0.024715343343581095	0	True
2.0	5	2	4.3476627915693715	0.9208785159374662	0	False
2.5	6	4	2.5913611627775994	0.015920994983639997	0	False
2.5	7	4	2.766754815839089	0.05440614071895268	0	True
2.5	8	5	4.301440064994662	0.8695715715205447	0	False
2.5	9	5	4.926872699850135	0.05130694441692157	-1	True
3.0	10	7	4.233245184160911	0.05518304021215488	1	False
3.0	11	6	4.408638837222401	0.010788640484829904	1	False
3.0	12	6	4.408638837222401	0.052039588537392586	1	True
3.0	13	8	2.6985599350053384	0.6471002548249515	1	False
3.0	14	8	2.6985599350053384	0.23488847594067105	1	True
