TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	4.9817572880006	0.516734967122889	0	True
1.5	2	0	0.602971878907212	0.483265032877111	0	True
2.0	3	1	3.0182427119993998	0.18861443112121812	-1	True
2.0	4	1	3.0182427119993998	0.3281205360016709	0	True
2.0	5	2	7.397028121092788	0.2751459790686551	0	False
2.0	6	2	7.397028121092788	0.20811905380845588	0	True
3.0	7	4	7	0.10443948734680293	1	False
3.0	8	4	7	0.25140764925824444	1	True
3.0	9	6	7	0.15362626951239017	1	False
3.0	10	6	7	0.12377945057382837	1	True
3.0	11	5	7	0.11774013005417726	1	False
3.0	12	5	7	0.24900701325455674	1	True
